# stock1, stock2, stock3, stock4
9.193025866728818585e+01,1.538162958344952074e+02,1.062107043914525377e+02,2.257671326165798291e+02
9.537955763381177121e+01,1.528606499136394632e+02,1.112868967984240527e+02,2.276736647206785449e+02
8.952239841299775946e+01,1.552371632557950818e+02,1.077631007936836056e+02,2.433559847837432244e+02
8.449267153543999598e+01,1.542160245618816248e+02,1.073213245871995269e+02,2.314346345056494840e+02
9.111743045793097906e+01,1.556127619162187159e+02,1.040227146993879330e+02,2.213739565194550210e+02
9.361334568303328751e+01,1.573707356309888041e+02,1.065761575767251088e+02,2.191674717740114886e+02
9.572323270099875003e+01,1.564161069318162447e+02,1.023128469194957546e+02,2.097333198987536207e+02
9.464530911931547053e+01,1.572648777692739657e+02,1.055241768867854404e+02,2.128271999913877721e+02
1.026763205516212309e+02,1.575071907016601926e+02,1.046588640676120718e+02,1.998057158349567146e+02
1.063845286865027617e+02,1.585026607623456698e+02,1.068186193109475965e+02,1.956141118820553970e+02
1.110858227250080716e+02,1.614596477603805909e+02,1.100072272901633426e+02,2.162763944984207001e+02
1.067810584322249241e+02,1.599499167727807674e+02,1.125478073542913080e+02,2.307457200280422285e+02
1.099248867802007084e+02,1.586450127107128196e+02,1.167264035578155870e+02,2.414294441539755667e+02
1.172159094488573601e+02,1.597987068801904229e+02,1.162846498290983135e+02,2.617321962089490626e+02
1.204933308586519871e+02,1.616129242089569118e+02,1.160792046617913940e+02,2.596210418233160908e+02
1.138993665434603173e+02,1.630021055336699476e+02,1.120668356735070006e+02,2.664204888148299233e+02
1.202410152369890284e+02,1.636651033851211992e+02,1.075667032506449914e+02,2.746570317055679311e+02
1.234024862701399599e+02,1.626168156147989521e+02,1.055140548540382639e+02,2.880763436456763884e+02
1.221100517378652484e+02,1.618646002520600291e+02,1.025518889182865792e+02,3.236393707474114194e+02
1.190286221234333937e+02,1.625815633872095987e+02,1.027507774611316478e+02,3.007922994692626730e+02
1.163782529474634515e+02,1.665302223549303164e+02,1.000707381114355172e+02,2.795891315853451715e+02
1.154643942790271893e+02,1.657278775711316143e+02,9.860417571583161589e+01,2.795437782515854792e+02
1.174273874160543016e+02,1.662801670355239025e+02,9.493249654886091093e+01,2.608472817607783441e+02
1.154413676154532737e+02,1.675237022257168178e+02,8.770556624866418360e+01,3.044527446335239915e+02
1.154229887784424307e+02,1.661491024921699022e+02,8.847989157123468829e+01,2.969991528823232443e+02
1.236609288555445119e+02,1.654337473784883343e+02,8.963800252629786769e+01,2.829901921992401981e+02
1.200250282002114801e+02,1.686475020974319250e+02,8.926497299065727020e+01,3.355701007131887081e+02
1.250949831690616207e+02,1.676099882224732198e+02,8.664081839757511716e+01,3.783412453971253626e+02
1.378112849277746932e+02,1.667173315110602516e+02,8.400238150698946527e+01,3.318175752636899460e+02
1.436905614470382773e+02,1.662176984143113714e+02,8.116088467822980590e+01,3.171660231379272545e+02
1.502472969525331905e+02,1.670704801733853060e+02,7.917351095349656021e+01,3.462791197701585588e+02
1.557728995399476730e+02,1.668597240814704321e+02,8.113478793843057701e+01,2.999316183293460654e+02
1.502149631025943108e+02,1.664443983293937208e+02,7.875403815900638449e+01,3.102851437324580388e+02
1.475074545267403323e+02,1.678880112751844536e+02,7.666021063506663324e+01,2.867525492701771554e+02
1.386337493764846158e+02,1.700572777934239355e+02,7.888291237133174150e+01,2.984235482918096523e+02
1.252593108583646995e+02,1.683513146557508833e+02,7.785700804353906790e+01,2.829382763618355057e+02
1.328351407344871973e+02,1.691233426463154217e+02,7.880266369893179501e+01,2.934948610554502011e+02
1.272411785428129605e+02,1.693134329942939189e+02,7.811757661022552668e+01,2.762419390254062250e+02
1.303707202139205208e+02,1.680909650454252358e+02,7.799694905937188594e+01,3.228106196852912717e+02
1.327532016932472629e+02,1.655925633916311881e+02,7.989192674505383707e+01,3.264443920182892498e+02
1.302209586617015304e+02,1.644377130543791168e+02,7.999084719924171338e+01,3.004717065564541940e+02
1.305370386274949510e+02,1.613611404033175347e+02,8.232839718321218925e+01,2.911709081710470173e+02
1.298486553882115686e+02,1.597964612130161868e+02,7.605000712064480695e+01,2.741156152364566765e+02
1.266302919305320529e+02,1.582880375468340048e+02,7.754921629342048561e+01,2.936566748560604196e+02
1.113811779256039642e+02,1.590851741367486056e+02,8.058709220220870861e+01,2.975366374087608961e+02
1.101703902189850481e+02,1.569955151523689096e+02,7.671763025960810012e+01,2.924988685110282063e+02
9.554420471354220012e+01,1.602628183811883673e+02,7.388484714172822976e+01,2.951563214831157325e+02
9.451611172549849016e+01,1.590119818495516881e+02,7.855591307330828954e+01,3.115015132537439513e+02
9.847926416718053133e+01,1.585445981106489057e+02,8.238176477491049354e+01,3.222627199625080721e+02
1.045994259681487080e+02,1.621757097938205732e+02,8.109973434584134111e+01,3.293113616719389256e+02
9.345111264171251264e+01,1.633665571499797693e+02,8.416295262069954219e+01,3.527090634246191030e+02
9.394367559946984159e+01,1.633139446499366159e+02,9.005264390695649013e+01,3.369672881280547472e+02
9.215959033531613898e+01,1.628644212996582326e+02,9.034161032860230023e+01,3.596043710691288311e+02
9.107168814355313202e+01,1.609769554575116217e+02,9.140446281693802177e+01,3.880738276017577277e+02
9.857114693640863834e+01,1.620686676782540871e+02,9.433510891001384380e+01,3.953989405182898054e+02
9.432180636557934861e+01,1.614356561188681667e+02,9.500295250006180936e+01,3.610406951876569224e+02
9.512822597161347460e+01,1.614332893735881669e+02,9.261711085410702538e+01,3.496736912816750191e+02
9.596556809744485861e+01,1.604794308788485750e+02,9.345809944657236201e+01,3.175533095567043347e+02
9.572586726202250418e+01,1.626613838242169265e+02,8.947459933926012354e+01,3.172577670528576164e+02
1.032926484773212650e+02,1.626785790318773195e+02,8.795522055385850990e+01,3.166242521875985858e+02
1.052831830235055861e+02,1.631719670503404132e+02,8.850514276602216057e+01,3.282126514777679631e+02
9.798897717285986175e+01,1.611306093755478344e+02,9.208962894299462221e+01,3.274215858277912616e+02
1.087557798654426477e+02,1.605438190490229431e+02,9.602905257313256016e+01,3.443387962921354415e+02
1.096012548823351693e+02,1.592401639027809495e+02,9.331196774337674071e+01,3.828158070630460657e+02
1.120127710018426370e+02,1.579854366109969419e+02,9.710448980446602718e+01,3.837478137695941314e+02
1.211761280729273693e+02,1.579905108661178303e+02,9.790543204809448241e+01,3.663787002918628559e+02
1.290603912640659985e+02,1.577842092548553126e+02,9.965159678962440637e+01,3.787923940009238208e+02
1.386825266839699111e+02,1.599167432643140216e+02,1.021975493359439184e+02,3.702542630331055875e+02
1.307828663978201860e+02,1.577654629608425125e+02,9.900051516623102543e+01,3.625248633174268775e+02
1.259765852548630107e+02,1.621247548394253499e+02,1.010539344414631699e+02,3.634256173420135383e+02
1.288970618781826545e+02,1.627791033242246499e+02,1.045638643283356117e+02,3.963972211241364221e+02
1.365782326254162058e+02,1.642378735502447569e+02,1.047918802816418378e+02,3.949655407729585477e+02
1.408397983972282361e+02,1.670132577408353711e+02,1.056639328039397441e+02,3.598986416296810944e+02
1.400548533975828036e+02,1.661693584997014170e+02,1.086215417412805095e+02,3.671307848257013120e+02
1.268419596261793174e+02,1.655368194022981925e+02,1.122391214475608194e+02,3.635540131421951173e+02
1.249747882099108409e+02,1.673126825469572339e+02,1.189093363489777175e+02,4.053831732917608406e+02
1.288318057950501156e+02,1.668095530052513311e+02,1.246053351499951560e+02,4.318364388934382418e+02
1.244439254201623868e+02,1.657149296754069780e+02,1.209555133442124770e+02,4.311662754583701371e+02
1.156686698818432291e+02,1.662415351985667940e+02,1.196405906708268247e+02,4.590587790191369777e+02
1.194398665426696482e+02,1.667426947347124440e+02,1.156661825018289136e+02,4.548688956082134496e+02
1.136809380764514543e+02,1.679906471395671872e+02,1.124123323964721521e+02,4.917879549640511527e+02
1.144517988598221052e+02,1.711896768442190364e+02,1.148079617892082496e+02,5.321271635339032855e+02
1.022737275261156782e+02,1.715230655098804391e+02,1.137882595262821894e+02,4.911961672911820642e+02
1.122460544583473165e+02,1.718613801404148091e+02,1.148670302622728627e+02,4.926538360340468330e+02
1.101255839309479541e+02,1.697912188599001126e+02,1.111618324020997477e+02,4.410968344550639699e+02
1.081891061091896802e+02,1.695254448281170880e+02,1.101975242727188089e+02,4.498625475150792568e+02
1.079810735416931777e+02,1.651235884856109806e+02,1.062385894005075642e+02,4.414899935474528547e+02
1.029273805422535588e+02,1.676075950150367646e+02,1.053893538037545454e+02,4.395153070327193632e+02
1.043928771783545528e+02,1.648983975715029828e+02,1.068267177405616195e+02,4.603393210722852018e+02
1.028760041270751202e+02,1.635978334742225400e+02,1.086500850713785553e+02,4.451663862765778390e+02
1.151894874878298936e+02,1.634437533883457832e+02,1.097077693425087546e+02,5.160250722845169093e+02
1.089343530259232296e+02,1.620687663695925664e+02,1.053643112068066188e+02,5.360500040755434839e+02
1.198998107727472018e+02,1.656960495084563831e+02,1.101159836701322945e+02,4.873201549355256361e+02
1.223988552770610738e+02,1.667766479204508698e+02,1.043638603281505652e+02,4.940868843763022937e+02
1.389107723175773685e+02,1.677629245945415164e+02,1.036969882358551871e+02,5.346849378689867081e+02
1.317848413630597406e+02,1.646232967954411208e+02,1.046939774654501178e+02,5.197002642745790126e+02
1.296569907790100729e+02,1.652190732332753385e+02,1.017567398330172068e+02,5.231066299138034310e+02
1.344011097062184490e+02,1.676853609527138929e+02,1.010860735258094252e+02,5.245277255235063194e+02
1.388414546969913488e+02,1.662051576552197503e+02,9.925015884346903761e+01,5.722446749653164488e+02
1.277702515444802884e+02,1.655727748930466134e+02,1.025489947324519449e+02,5.550264359283156637e+02
1.331281510483729562e+02,1.647112916728680716e+02,1.042536517769470663e+02,5.259599558116315166e+02
1.332436520051999764e+02,1.645477339178980856e+02,9.631282931271984182e+01,5.403901289666418961e+02
1.396163878138841881e+02,1.666660305331369329e+02,9.803169369998668969e+01,5.051496383704423465e+02
1.333175878391963067e+02,1.656233444079645096e+02,1.012569168273982285e+02,5.028600608912698817e+02
1.312090350308508278e+02,1.654105771754151704e+02,1.019754305062994746e+02,4.934966854294295331e+02
1.364818359995039714e+02,1.616939060615401047e+02,9.915754831880177278e+01,4.744997049036250587e+02
1.311681593360367799e+02,1.647409057304277837e+02,9.877157736377567687e+01,5.042954857558424351e+02
1.340890817006630584e+02,1.658242624452760481e+02,1.004415071405270368e+02,5.171566314883522182e+02
1.453481452055954435e+02,1.664918622896543354e+02,1.009951648954382790e+02,5.457194472243214705e+02
1.448341690808343287e+02,1.660925936692129596e+02,1.006513613182290356e+02,5.208972257549620508e+02
1.423882480564540458e+02,1.643072107508638169e+02,1.006154466036193185e+02,5.239979260117899003e+02
1.456603872407345648e+02,1.682768624223556344e+02,1.034190006418123318e+02,5.322084201500096015e+02
1.363106641937412178e+02,1.663988040045110779e+02,9.887621730226997840e+01,5.444966946749848375e+02
1.230681240793261679e+02,1.662029417827671978e+02,1.034900733295434065e+02,5.494530257077830129e+02
1.260138924564021607e+02,1.642442593350087350e+02,1.075920077234140422e+02,5.360218275215588619e+02
1.267918262734908126e+02,1.649645013626892478e+02,1.019446874221173829e+02,5.510337571227572653e+02
1.384904453611800648e+02,1.652858923123471300e+02,1.027089568178236902e+02,5.843391739180417517e+02
1.261304959643548784e+02,1.650260041251222560e+02,1.053512034544255300e+02,5.840223897156997737e+02
1.269860756419109151e+02,1.645148679399995899e+02,1.009913736904173618e+02,5.206946344729061593e+02
1.174204572999812939e+02,1.644579328567403991e+02,9.863293265109869878e+01,5.130690901706047953e+02
1.374731284893950942e+02,1.641965663445236032e+02,9.810513115892089786e+01,5.343143902243022012e+02
1.428657554388253459e+02,1.628468615044545231e+02,9.885281496754735997e+01,5.321329893060895984e+02
1.468269497062901507e+02,1.631372760247818974e+02,1.008644220740756339e+02,6.048899883199700298e+02
1.437851082887715677e+02,1.604266101023715123e+02,1.071441998338132464e+02,6.278985094545638503e+02
1.393003242637694825e+02,1.622101230022188929e+02,1.094272043236845491e+02,5.754177507941266185e+02
1.324051628479730311e+02,1.627685474535551577e+02,1.142406624735443899e+02,5.897110335643428698e+02
1.304443283455557321e+02,1.644913999527944100e+02,1.183316672102775016e+02,5.965211480760968925e+02
1.249128058475954077e+02,1.659999783396399096e+02,1.129470754526063558e+02,5.169194464579584292e+02
1.306699361465783227e+02,1.654773010840608549e+02,1.127137347504899765e+02,5.584713107058036030e+02
1.331641216229706117e+02,1.633689736333980989e+02,1.156784420747486593e+02,5.512368296783305368e+02
1.297931283892804686e+02,1.648014706076078824e+02,1.148485843600342378e+02,5.924320304326671476e+02
1.357997689504171603e+02,1.646095506945227100e+02,1.177578265702399705e+02,6.054799488620406009e+02
1.288742563314934273e+02,1.664947153164072517e+02,1.176788432000272024e+02,5.550836990360489835e+02
1.300460409078151542e+02,1.678311424382965242e+02,1.164336800189001480e+02,5.524264345142422599e+02
1.299238096335384398e+02,1.701754095764757437e+02,1.204770895112267652e+02,5.251414593610489874e+02
1.353404970245406389e+02,1.708294712748105724e+02,1.168735970597422522e+02,5.577246218631963757e+02
1.448906244899228284e+02,1.706865415198190590e+02,1.179972068885659979e+02,6.673468425292546726e+02
1.353554312648421956e+02,1.741725738845253773e+02,1.191599303804884613e+02,6.390961289135593688e+02
1.439706592316936451e+02,1.710254065449728955e+02,1.175056271740429281e+02,6.391629249178465670e+02
1.351337472222515430e+02,1.704524472201602521e+02,1.150351799285855066e+02,6.631314746439679766e+02
1.435254101708126484e+02,1.705284773538996319e+02,1.178571006469697835e+02,5.922416175153405220e+02
1.351577074384472894e+02,1.719436657364893506e+02,1.157284183918105782e+02,5.460870142795849915e+02
1.400255854328761700e+02,1.698279685395580998e+02,1.198774537129199587e+02,5.457652019964580177e+02
1.393614451322570176e+02,1.735526997115176755e+02,1.222433273539969889e+02,5.531033023148399934e+02
1.451153109580425280e+02,1.720944110288607760e+02,1.213313933031222831e+02,5.712622172095741462e+02
1.632306930624577888e+02,1.727857824523528905e+02,1.217161054406776373e+02,5.911701434024062110e+02
1.596091741968280928e+02,1.747487491381263851e+02,1.234407730994379762e+02,6.273266156772559725e+02
1.554558413491778026e+02,1.746178878246322199e+02,1.216829015749640490e+02,5.584346266317978689e+02
1.601900216158782371e+02,1.752571085430806761e+02,1.263355097627693908e+02,5.453645619747640012e+02
1.683131991292498526e+02,1.741052706442363842e+02,1.291518791677475235e+02,5.597714915358599228e+02
1.837528761494394587e+02,1.735817686134085420e+02,1.312771652889647100e+02,5.643025656137175474e+02
1.898228358100557216e+02,1.740724833454150655e+02,1.318780091144688242e+02,5.457347066001476605e+02
1.811217095940621107e+02,1.758530604540158890e+02,1.298955973544668723e+02,6.188997437560673234e+02
1.808617569821041400e+02,1.744728253473397501e+02,1.318151438288771544e+02,5.604346521651705189e+02
1.790182425624487053e+02,1.720899302967420397e+02,1.283084538964605485e+02,5.416006463536566571e+02
1.760356270295911543e+02,1.704903863210560360e+02,1.246039750380592039e+02,5.388683480492848048e+02
1.768455108402915528e+02,1.717921593343600364e+02,1.200023004704624867e+02,5.401052718562174277e+02
1.755563890380639123e+02,1.678374115416685584e+02,1.194734188550361722e+02,5.084258429796539644e+02
1.772115556113056414e+02,1.694665133549947882e+02,1.165865155445726913e+02,5.589949147268675915e+02
1.868762938953769890e+02,1.686383727263984724e+02,1.194573999613434268e+02,5.875565038206793815e+02
1.882957980093773358e+02,1.670663535139704550e+02,1.238148424762092361e+02,5.711235153510294822e+02
1.872549353575911084e+02,1.675487832971934949e+02,1.274838789517499436e+02,5.622276497599220875e+02
2.007011059636839434e+02,1.688514706309655935e+02,1.223992962595009857e+02,5.522302467013441856e+02
2.372001394267244336e+02,1.678243320227576305e+02,1.199009878636788926e+02,5.294555479094707380e+02
2.452015753067229866e+02,1.684065132633336646e+02,1.210354860631787943e+02,5.204499425015379757e+02
2.433816743082397522e+02,1.677059899609656668e+02,1.228037724992546060e+02,5.308901167690336251e+02
2.298605822495594850e+02,1.665613664148447128e+02,1.184883812137020414e+02,4.654286117394719895e+02
2.327277712913002858e+02,1.638471945441821163e+02,1.116991191621679036e+02,4.848454951751872386e+02
2.375076895784642375e+02,1.672331111575244620e+02,1.159104307475957825e+02,4.856891474016952657e+02
2.247403037891408530e+02,1.689941882445676811e+02,1.116958521284677630e+02,4.724874828655329679e+02
2.193418802952728299e+02,1.673930141779606231e+02,1.130517591357817224e+02,4.621552300509996485e+02
2.261061430187039036e+02,1.673353299833939332e+02,1.092964376827539610e+02,4.931059431694257569e+02
2.421834790449736374e+02,1.692189237261598294e+02,1.081461037958714968e+02,5.262738599890108162e+02
2.433225452089113787e+02,1.696593437524248316e+02,1.103743571840728492e+02,5.281317107346255852e+02
2.327121996911604924e+02,1.703011882750324162e+02,1.115841788140128585e+02,5.413764424966649358e+02
2.217860280207454480e+02,1.701296638778935915e+02,1.089546124249776966e+02,5.525984738511108390e+02
2.185557687377984450e+02,1.687779500185938275e+02,1.046103928175007098e+02,5.727374716329011335e+02
2.109375565070569110e+02,1.649139399400828836e+02,1.063284544836034087e+02,6.104527798168127219e+02
2.338868132901770309e+02,1.648522393065125584e+02,1.015076407350307761e+02,5.881275748827936241e+02
2.357317546815423270e+02,1.633177049979085496e+02,9.863325572942183328e+01,5.184468804480154631e+02
2.493865620299966110e+02,1.631525633666041983e+02,1.004605389649367737e+02,5.194222970641804977e+02
2.544538566120759810e+02,1.669977379383805101e+02,9.650118270158047551e+01,5.184493426950335788e+02
2.429365353136407748e+02,1.653555803055774618e+02,9.656182338653640329e+01,5.324060032962928517e+02
2.373111142267585478e+02,1.624562590824957056e+02,9.966846957184174016e+01,5.608728588940467716e+02
2.442231812291104518e+02,1.628717051859895264e+02,1.003177090202061379e+02,5.484117765416643806e+02
2.386794774429631047e+02,1.622501451316732926e+02,9.655900010417563806e+01,5.405387205739677938e+02
2.620771685488696789e+02,1.608533209498460224e+02,9.929642774141396444e+01,5.524771570744012479e+02
2.714943898233558457e+02,1.624115249185840639e+02,9.926655093148745834e+01,5.297968642885805366e+02
2.860898657559720846e+02,1.625826139346964112e+02,9.398168625132436205e+01,5.648805351490511839e+02
2.906093548999597829e+02,1.586159651117537805e+02,9.216745561216738736e+01,5.820729450888002248e+02
2.970113375293110494e+02,1.594373607524569820e+02,9.809871571565507509e+01,6.287438933980689626e+02
2.965141905998156062e+02,1.578637447824942228e+02,9.566855536409771332e+01,6.067644467949387490e+02
2.876138357731035171e+02,1.574743254144383400e+02,9.643046233240177401e+01,5.809705238789495070e+02
2.662954304192181212e+02,1.568180934997961344e+02,9.581268044054841937e+01,5.317044699082920260e+02
2.820696885695089122e+02,1.582490460394982961e+02,9.990868617224811032e+01,4.929204874696989123e+02
2.937381261195874345e+02,1.570086645793518869e+02,9.673974785027499479e+01,4.270103828108661901e+02
2.670530740638435532e+02,1.571342055928066088e+02,1.030218711726386829e+02,4.457054898944424508e+02
2.634339407216619975e+02,1.603929536129267319e+02,1.008547753973833210e+02,4.321003341285214105e+02
2.557562378390005335e+02,1.599526410190112529e+02,1.052109773446526475e+02,4.699494599427322328e+02
2.696973431049383407e+02,1.595830616514126064e+02,1.016463898895970317e+02,4.736781336323927007e+02
2.776235151624425725e+02,1.600462760299141109e+02,1.015634139790540900e+02,3.983332415333866834e+02
2.664597288581314842e+02,1.592016707491966088e+02,1.053488351784593391e+02,3.608446890948023338e+02
2.437675750738077625e+02,1.594226918113429861e+02,1.073286513805573605e+02,3.642275649187664612e+02
2.442611377102785752e+02,1.585469000872644472e+02,1.087160491961103190e+02,4.060119248808778707e+02
2.398544511060580362e+02,1.575537112767427175e+02,1.087682235487862670e+02,4.002226873080610403e+02
2.469939271915664847e+02,1.571788248976710065e+02,1.134642077741582824e+02,4.419282344245184504e+02
2.743733900705960878e+02,1.535011173830138773e+02,1.128823375828791598e+02,4.632612030340474121e+02
2.900537807168016684e+02,1.536764315393200775e+02,1.132751234708962613e+02,4.787362155063693194e+02
3.387465029509596093e+02,1.534946683911140042e+02,1.151459078497448303e+02,4.797108877733186887e+02
3.308403913311938140e+02,1.513389934056903030e+02,1.170060957954051730e+02,4.835739405992850379e+02
3.322055787099227473e+02,1.527430430052743588e+02,1.168254149946879039e+02,4.416996416719090917e+02
3.364642959349233706e+02,1.524256817410025064e+02,1.126913112820024736e+02,4.624875228855904652e+02
3.296875981571154739e+02,1.520650260089663846e+02,1.154782989466129379e+02,4.742907394379911921e+02
3.036306186977093375e+02,1.512529928260250642e+02,1.168717908435934163e+02,4.483345298831737864e+02
2.967733823163769671e+02,1.509142934889607091e+02,1.238092213100380690e+02,3.968130567417486532e+02
3.137639605133773557e+02,1.498898944432071403e+02,1.289216769525016559e+02,3.803557067700430139e+02
3.106690227028186655e+02,1.491443935727864130e+02,1.250728721409196140e+02,3.580260909825849467e+02
3.360726596831675010e+02,1.499085052262319380e+02,1.215766218219618224e+02,3.905310135818866684e+02
3.275143127696984493e+02,1.510715462667358793e+02,1.224182792211370412e+02,4.126575884741949949e+02
3.196838988677813518e+02,1.516917805587401062e+02,1.215701187200611884e+02,4.318657650972335205e+02
3.219288568979957290e+02,1.531184106078331695e+02,1.167562911439913904e+02,4.572322844832401643e+02
3.254354805828502322e+02,1.505982964656519982e+02,1.185822572451268684e+02,4.606990452240212335e+02
3.490769950323802959e+02,1.514598077456551550e+02,1.200563827629023308e+02,4.260276965245321321e+02
3.468576975672249318e+02,1.531129186560219750e+02,1.235370880312303541e+02,4.303469688988804478e+02
3.539687751030614891e+02,1.546233163526795238e+02,1.251670362403191064e+02,4.521926041699369421e+02
3.833743001271247408e+02,1.540253055693624162e+02,1.230428789668992664e+02,4.653551733190167852e+02
3.813319295572825922e+02,1.542262168623230707e+02,1.219122100359466430e+02,4.701122904337167938e+02
3.809376941757630561e+02,1.546998919923790936e+02,1.237604218157949987e+02,4.836560191311622816e+02
3.660545165345225200e+02,1.553496131688406763e+02,1.242812477734072303e+02,4.800872235073615570e+02
3.676228842614334553e+02,1.557204890855596204e+02,1.243206392208209223e+02,5.131980691836201913e+02
3.986168644937653767e+02,1.573792764192601226e+02,1.227597263782773780e+02,5.591090813125480281e+02
4.141412841147158019e+02,1.600312612627169813e+02,1.213804532030710277e+02,6.346867866784724583e+02
3.885034028718105787e+02,1.586074590920196385e+02,1.177925529487951763e+02,6.513050269523288307e+02
3.845256008129921952e+02,1.586132740402963748e+02,1.216957376736378365e+02,6.766711475702721827e+02
3.937406884978868220e+02,1.582212736963955422e+02,1.238943249650451293e+02,6.882317494512495841e+02
3.912461510203502826e+02,1.606198391628963691e+02,1.272288824257117454e+02,7.458692821398485648e+02
4.054950412908460748e+02,1.629241927740426092e+02,1.234227920462921020e+02,7.313704057207526148e+02
4.268939131141038956e+02,1.633095688908471175e+02,1.285087631367513552e+02,6.822382851963028543e+02
4.241452737349792415e+02,1.627185263306125194e+02,1.317053981487616738e+02,6.875905034086799787e+02
4.730695141708030746e+02,1.638704384854973455e+02,1.267915274744332237e+02,6.977155221209981164e+02
4.635784648542050377e+02,1.677179074380496502e+02,1.227435045126479594e+02,7.360928809715329635e+02
4.392778031415348323e+02,1.684348413148833572e+02,1.239031657214397768e+02,7.679355344512237025e+02
4.155226442731326983e+02,1.700693178474004128e+02,1.245812767917936839e+02,8.001834245676359387e+02
4.034126349638700049e+02,1.686131309393241793e+02,1.212712313755228735e+02,7.865748318190998134e+02
4.318593953633414912e+02,1.698864236357134985e+02,1.260674403566002013e+02,7.814050467318613755e+02
4.455223566141858669e+02,1.706749250809900502e+02,1.302580466714439353e+02,6.813877450285882560e+02
4.984419331587657780e+02,1.727377362719603582e+02,1.265727746131400409e+02,7.007602159697089519e+02
5.423775076554009047e+02,1.729809360136935084e+02,1.269692840931023454e+02,6.697876382762790399e+02
5.606016608615577752e+02,1.730876706877237439e+02,1.337903383997688138e+02,7.065948537218401952e+02
5.311374315337234293e+02,1.742444070110233270e+02,1.311224959999117914e+02,7.429787030482228829e+02
4.995785534494344233e+02,1.729149925669185563e+02,1.295166178723972621e+02,7.542240203846298527e+02
4.925301131467408027e+02,1.741864159251509818e+02,1.313634576833815970e+02,6.635604827427951022e+02
4.767691791531201488e+02,1.761523662498198632e+02,1.357043046028810238e+02,6.910003950681185643e+02
4.698101377693363929e+02,1.747935613559690466e+02,1.364376814906655113e+02,6.982822640106834342e+02
4.982386749291263754e+02,1.759023304397922800e+02,1.370128366853594741e+02,6.948480729408115621e+02
5.187046023521444340e+02,1.779122289773395948e+02,1.385875502608561192e+02,7.133314294494862224e+02
4.996536306318664629e+02,1.783970120275565137e+02,1.432942585613734252e+02,8.446763241299188394e+02
5.177649293450498362e+02,1.780101909351332665e+02,1.521184981110942545e+02,7.884034038180805055e+02
4.995723606664627141e+02,1.782279666155414475e+02,1.548923799579002605e+02,7.512432283687332983e+02
4.898020670843959579e+02,1.771125987778915771e+02,1.568969654053437353e+02,7.511736208721259800e+02
5.350624361961771456e+02,1.747928314895908386e+02,1.572158077318862865e+02,7.244533909640892944e+02
5.244813231640971480e+02,1.763749509621579250e+02,1.557281650046385550e+02,6.631199977533177616e+02
5.262107027274312259e+02,1.772427278643728243e+02,1.436740440669587144e+02,6.965586611294704653e+02
5.236964178182570322e+02,1.784384629567796310e+02,1.419506935161168144e+02,6.973740110909765235e+02
5.119257257471842877e+02,1.799034626983153657e+02,1.383229736785039563e+02,7.999773836574171355e+02
5.202194066722760226e+02,1.780248091423942753e+02,1.390933810422875467e+02,9.521156632130201842e+02
5.476413156702410561e+02,1.787287835518885117e+02,1.354742379877711755e+02,9.371411776254979031e+02
4.736259498032330271e+02,1.772891254418516382e+02,1.378610573942922031e+02,1.020070537675204037e+03
4.488708720839230750e+02,1.757734961021432127e+02,1.386658157031403675e+02,1.117465377999731345e+03
4.491342594575065164e+02,1.763535748502690126e+02,1.353396497412480812e+02,1.115435816926748203e+03
4.618825957407682381e+02,1.784346891149735939e+02,1.318075240372163819e+02,1.113932231888759134e+03
4.915910788163674283e+02,1.771638865783741039e+02,1.253166597914896698e+02,1.119104920909944894e+03
4.618190051188797725e+02,1.741754402246192228e+02,1.261924096776737940e+02,1.091213866434081410e+03
4.803093882758550421e+02,1.769283768207396292e+02,1.243146718216299291e+02,1.062774078119912701e+03
4.941453961720359302e+02,1.772064237768879025e+02,1.218828849820956322e+02,1.075210042703633917e+03
5.645723925369304652e+02,1.774949688411757620e+02,1.158522033346579576e+02,1.109550334541911752e+03
5.743943552238255279e+02,1.797812477393176778e+02,1.088983999783209953e+02,1.218963257643476027e+03
6.243243908032642366e+02,1.798084110740192330e+02,1.096510093477466086e+02,1.253002553670020234e+03
6.102151344648759732e+02,1.793402562642983185e+02,1.028204498795299031e+02,1.140037100096412132e+03
6.436124358645234906e+02,1.785301404158989271e+02,1.013916384735374407e+02,1.133190628127377067e+03
6.431429854308707945e+02,1.808368844964610673e+02,1.037982165116848563e+02,1.110453247861595855e+03
7.129198813509026422e+02,1.812251812436015825e+02,1.011321602800424131e+02,1.156524229506360825e+03
6.828904165313805379e+02,1.817948508663942278e+02,9.734172885482477966e+01,1.116236526226088017e+03
7.451808731185784609e+02,1.810928302960577128e+02,1.025783097716045233e+02,1.199056996518203505e+03
7.404585885569189259e+02,1.838576357318844714e+02,1.077969056847437912e+02,1.257722717858737269e+03
7.417924875999242431e+02,1.849770663039321335e+02,1.098204393465364461e+02,1.166784241225235291e+03
7.945949927659318064e+02,1.856683053342909204e+02,1.116138315615700236e+02,1.134294964922891495e+03
7.787955455147489374e+02,1.888438930305026417e+02,1.104095203367567990e+02,1.032200815952394123e+03
7.684992653280650075e+02,1.880288242191120389e+02,1.061789974051083476e+02,1.056676681701729876e+03
7.453881260880909849e+02,1.882819352337380963e+02,1.037726363306434223e+02,1.058315694646142447e+03
7.697933279977434040e+02,1.895959871524280800e+02,1.053483163821480844e+02,9.930103621186864302e+02
